,Unnamed: 0,song title,artist,album title,year,duration,bpm,scale,loudness,cluster
269,269,['I Hear You Knocking'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],117.26666666666668,95.703125,0,-13.999680343020188,0
270,270,['Imagination'],['Ella Fitzgerald & Her Famous Orchestra'],['100 Songs For A Centennial'],['2017-04-21'],177.72,95.703125,0,-15.863065629969844,0
273,273,['Swanee River Hop'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],172.97333333333333,107.666015625,0,-15.910277895553854,0
274,274,"[""Five O'Clock Whistle (Single Version)""]",['Ella Fitzgerald & Her Famous Orchestra'],['100 Songs For A Centennial'],['2017-04-21'],189.88,112.34714673913044,0,-17.049156630404934,0
276,276,"[""Ili' Liza Jane""]",['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],115.66666666666669,117.45383522727272,0,-11.79640715430447,0
277,277,['Did You Ever See A Dream Walking'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],105.33333333333331,86.1328125,0,-15.336746204806095,0
278,278,"[""I'm Making Believe (Single Version)""]","['The Ink Spots', 'Ella Fitzgerald']",['100 Songs For A Centennial'],['2017-04-21'],192.4,83.35433467741936,0,-16.570006556242305,0
279,279,"[""I'm Ready""]",['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],125.53333333333332,86.1328125,0,-12.8089830491035,0
280,280,['My Happiness'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],134.86666666666667,92.28515625,0,-13.994625161342377,0
283,283,['Birds And Bees'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],111.77333333333333,92.28515625,0,-15.26590927747125,0
284,284,"[""Don't Deceive Me""]",['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],115.53333333333332,107.666015625,0,-12.820596185042149,0
285,285,['I Want To Walk You Home'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],141.4,89.10290948275862,0,-18.96237892524649,0
288,288,['You Can Pack Your Suitcase'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],146.66666666666666,107.666015625,0,-11.391180224132702,0
293,293,['Sailor Boy'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],125.26666666666668,107.666015625,0,-11.919141992066589,0
294,294,['Blue Monday'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],138.26666666666668,103.359375,0,-16.61618715361548,0
297,297,['Put Your Arms Around Me Honey'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],123.13333333333334,99.38401442307692,0,-14.476538211008576,0
301,301,"[""Baby It's Cold Outside""]","['Ella Fitzgerald', 'Louis Jordan & His Tympany Five']",['100 Songs For A Centennial'],['2017-04-21'],162.02666666666667,112.34714673913044,0,-15.299348105279671,0
303,303,['Nothing New (Same Old Thing)'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],129.22666666666666,66.25600961538461,0,-14.51328661920634,0
304,304,['Poor Me'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],135.76,99.38401442307692,0,-16.226623946952913,0
305,305,['Three Nights A Week'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],104.06666666666666,73.828125,0,-14.577419789314522,0
309,309,['That Old Feeling'],"['Ella Fitzgerald', 'The Day Dreamers']",['100 Songs For A Centennial'],['2017-04-21'],147.01333333333332,99.38401442307692,0,-15.092138571574312,0
312,312,['April In Paris'],['Charlie Parker'],['Bird 100'],['2020-08-28'],187.394149659864,107.666015625,0,-11.528846092291342,0
314,314,['9:20 Special'],['Oscar Peterson'],['Plays Count Basie'],['1956-01-01'],219.38666666666663,89.10290948275862,0,-15.658129802812171,0
315,315,"[""Do Nothing 'Til You Hear From Me""]",['Louis Armstrong'],['Pops Is Tops: The Verve Studio Albums'],['2018-04-13'],256.0133333333333,73.828125,0,-14.08242140953732,0
318,318,['Idle Dreams'],['George Gershwin'],['Gershwin Plays Gershwin: The Piano Rolls'],['2005-09-13'],179.53333333333333,95.703125,0,-18.717914927639548,0
319,319,['Just One Of Those Things'],"['Louis Armstrong', 'Oscar Peterson']",['Pops Is Tops: The Verve Studio Albums'],['2018-04-13'],244.70666666666668,103.359375,0,-14.57009791935584,0
321,321,['Mosaic'],['Emmet Cohen'],['Uptown in Orbit'],['2022-10-28'],226.51734693877552,95.703125,0,-13.610070518926635,0
323,323,"[""Sighin' And Cryin' (Rudy Van Gelder Edition/1999 Digital Remaster)""]",['Horace Silver'],['Song For My Father'],['1999-01-01'],325.6,95.703125,0,-13.020251884714355,0
326,326,['Summer Wind (2008 Remastered)'],['Frank Sinatra'],['Nothing But The Best (Remastered)'],['2008-05-05'],175.34666666666666,89.10290948275862,0,-12.708789810666994,0
331,331,['Perhaps'],['Charlie Parker'],['Bird 100'],['2020-08-28'],154.6,95.703125,0,-12.386459488258495,0
334,334,['Skylark'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],192.30666666666667,73.828125,0,-15.093653333515231,0
337,337,"[""Something's Gotta Give""]",['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],154.66666666666666,86.1328125,0,-12.799886241744916,0
340,340,"[""Now's The Time""]",['Charlie Parker Quartet'],['Bird 100'],['2020-08-28'],180.7333333333333,99.38401442307692,0,-11.75097339219364,0
342,342,['Call Me Irresponsible (2008 Remastered)'],['Frank Sinatra'],['Nothing But The Best (Remastered)'],['2008-05-05'],175.58666666666667,95.703125,0,-12.927990075576886,0
344,344,['My Heart Cries (Single Version)'],"['Etta James', 'Harvey Fuqua']",['At Last!'],['2017-11-10'],153.42666666666668,103.359375,0,-11.924245044115407,0
350,350,['You Turned The Tables On Me (Stereo Version)'],['Louis Armstrong'],['Pops Is Tops: The Verve Studio Albums'],['2018-04-13'],155.84,80.74951171875,0,-15.104441506538013,0
351,351,['Repetition'],['Charlie Parker'],['Bird 100'],['2020-08-28'],178.69333333333333,99.38401442307692,0,-19.110223931623803,0
359,359,['Buzz Cut'],['Bruce Katz Band'],['Crescent Crawl'],['1993'],210.0267,103.359375,0,-18.15034935194716,0
368,368,['Little Girl Blue (Mono Version)'],['Louis Armstrong'],['Pops Is Tops: The Verve Studio Albums'],['2018-04-13'],345.2,71.77734375,0,-16.909145891081554,0
374,374,['The Story Of A Starry Night (Remastered)'],['Glenn Miller'],['The Essential Glenn Miller'],['1996-01-02'],208.74666666666667,78.30255681818181,0,-16.395524846856237,0
380,380,"[""If I Can't Have You""]","['Etta James', 'Harvey Fuqua']",['At Last!'],['2017-11-10'],169.6,71.77734375,0,-10.557598752753297,0
381,381,['Imagination (Remastered)'],['Glenn Miller'],['The Essential Glenn Miller'],['1996-01-02'],167.22666666666666,103.359375,0,-15.484962954916158,0
388,388,"['Peggy, The Pin-up Girl (Remastered 2001)']",['Glenn Miller & The Army Air Force Band'],['The Essential Glenn Miller'],['1996-01-02'],201.16,99.38401442307692,0,-14.255374506610693,0
391,391,"[""That's Life (Remastered 2008)""]",['Frank Sinatra'],['Nothing But The Best (Remastered)'],['2008-05-05'],187.22666666666663,75.99954044117646,0,-10.430796958215078,0
393,393,['Along The Santa Fe Trail (Remastered 2001)'],['Glenn Miller & The Army Air Force Band'],['The Essential Glenn Miller'],['1996-01-02'],198.54666666666665,86.1328125,0,-15.977981288113892,0
396,396,['Moonlight Cocktail (Remastered)'],['Glenn Miller'],['The Essential Glenn Miller'],['1996-01-02'],195.64,83.35433467741936,0,-12.343178343189356,0
398,398,['A Nightingale Sang In Berkeley Square (Remastered 2002)'],['Glenn Miller'],['The Essential Glenn Miller'],['1996-01-02'],219.28,71.77734375,0,-18.419624500363213,0
405,405,['Blue Rain (Remastered)'],['Glenn Miller'],['The Essential Glenn Miller'],['1996-01-02'],189.58666666666667,86.1328125,0,-16.85398337616292,0
408,408,['Lavonne'],['Wardell Gray'],"['Wardell Gray Memorial, Vol. 1']",['1953-02-20'],176.69333333333333,92.28515625,0,-13.9532563599031,0
412,412,['My Real Name'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],139.53333333333333,92.28515625,0,-15.40586719623362,0
413,413,['Valley Of Tears'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],114.8,92.28515625,0,-15.184668311558344,0
414,414,['Walking To New Orleans'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],121.56,80.74951171875,0,-15.469461462974676,0
415,415,"[""You Won't Be Satisfied (Until You Break My Heart) (Single Version)""]","['Ella Fitzgerald', 'Louis Armstrong']",['100 Songs For A Centennial'],['2017-04-21'],174.4,78.30255681818181,0,-16.15106589081322,0
419,419,['Laura'],['Charlie Parker'],['Bird 100'],['2020-08-28'],189.90666666666667,103.359375,0,-15.78927458827444,0
420,420,['Stone Cold Dead In The Market'],"['Ella Fitzgerald', 'Louis Jordan & His Tympany Five']",['100 Songs For A Centennial'],['2017-04-21'],159.68,92.28515625,0,-14.74766643970773,0
422,422,['(I Love You) For Sentimental Reasons'],"['Ella Fitzgerald', 'The Delta Rhythm Boys']",['100 Songs For A Centennial'],['2017-04-21'],190.2933333333333,78.30255681818181,0,-15.398233875087763,0
423,423,"[""I've Been Around""]",['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],131.06666666666666,89.10290948275862,0,-18.30475255745531,0
424,424,['Jambalaya (On The Bayou)'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],144.86666666666667,75.99954044117646,0,-15.610644764408876,0
425,425,['Love Me'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],116.26666666666668,86.1328125,0,-14.5607597239754,0
426,426,['The Rooster Song'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],128.8,95.703125,0,-13.681418949351444,0
429,429,['Do You Know What It Means To Miss New Orleans'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],151.73333333333332,86.1328125,0,-15.604826349709516,0
431,431,"[""I'm Beginning To See The Light""]","['The Ink Spots', 'Ella Fitzgerald']",['100 Songs For A Centennial'],['2017-04-21'],164.61333333333334,112.34714673913044,0,-15.794917047191063,0
433,433,"[""Don't Sit Under The Apple Tree (With Anyone Else But Me)""]",['Glenn Miller'],['The Essential Glenn Miller'],['1996-01-02'],190.16,92.28515625,0,-14.189426154249071,0
440,440,['You Brought A New Kind Of Love To Me'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],139.8,99.38401442307692,0,-15.490269456912133,0
446,446,['Broadway'],['Oscar Peterson'],['Plays Count Basie'],['1956-01-01'],267.68,95.703125,0,-15.441298446813224,0
450,450,['I Was Doing All Right'],"['Louis Armstrong', 'Oscar Peterson']",['Pops Is Tops: The Verve Studio Albums'],['2018-04-13'],202.28,92.28515625,0,-15.369902357476622,0
459,459,"[""Chasin' The Bird""]","['Charlie Parker', 'Miles Davis']",['Bird 100'],['2020-08-28'],167.44,95.703125,0,-14.055751542993596,0
460,460,['I Wish I Knew'],['Bill Evans'],['Coffee And Cigarettes'],['2023-05-23'],281.6533333333333,56.17357336956522,0,-19.120694367703244,0
463,463,"['See, See Rider']",['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],161.3733333333333,80.74951171875,0,-15.237769760511693,0
465,465,['Venus de Milo'],['Emmet Cohen'],['Uptown in Orbit'],['2022-10-28'],183.69068027210884,95.703125,0,-13.623596081076842,0
472,472,['My Old Flame'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],183.7333333333333,89.10290948275862,0,-13.968923658640144,0
473,473,['Mohawk (Master Take)'],"['Charlie Parker', 'Dizzy Gillespie']",['Bird 100'],['2020-08-28'],215.6266666666667,83.35433467741936,0,-14.26853330431306,0
475,475,"[""I Can't Be Bothered Now""]",['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],169.61333333333334,112.34714673913044,0,-16.252966233230953,0
481,481,['American Patrol'],['Glenn Miller'],['The Essential Glenn Miller'],['1996-01-02'],196.52,92.28515625,0,-13.631363639028809,0
483,483,['Blue And Sentimental'],['Oscar Peterson'],['Plays Count Basie'],['1956-01-01'],146.09333333333333,69.83741554054055,0,-16.508655710792212,0
489,489,['You Turned The Tables On Me (Mono Version)'],['Louis Armstrong'],['Pops Is Tops: The Verve Studio Albums'],['2018-04-13'],156.25333333333333,80.74951171875,0,-14.091774006474056,0
492,492,"[""I've Got You Under My Skin""]",['Charlie Parker'],['Bird 100'],['2020-08-28'],213.12,103.359375,0,-15.533050127369275,0
494,494,['Cheryl'],"['Charlie Parker', 'Miles Davis']",['Bird 100'],['2020-08-28'],180.53333333333333,89.10290948275862,0,-13.55196218104303,0
499,499,['Blueberry Hill (2002 Remastered)'],['Glenn Miller'],['The Essential Glenn Miller'],['1996-01-02'],171.65333333333334,103.359375,0,-15.60278472620139,0
502,502,"[""Don't Get Around Much Anymore""]",['Louis Armstrong'],['Pops Is Tops: The Verve Studio Albums'],['2018-04-13'],220.84,75.99954044117646,0,-12.81248504221094,0
510,510,['Stormy Weather'],['Louis Armstrong'],['Pops Is Tops: The Verve Studio Albums'],['2018-04-13'],257.3333333333333,71.77734375,0,-13.4533628085127,0
518,518,['Twisted'],['Wardell Gray'],"['Wardell Gray Memorial, Vol. 1']",['1953-02-20'],184.53333333333333,86.1328125,0,-14.88606841024187,0
519,519,['When Your Lover Has Gone'],['Louis Armstrong'],['Pops Is Tops: The Verve Studio Albums'],['2018-04-13'],281.06666666666666,80.74951171875,0,-14.936684092033342,0
520,520,"[""Darktown Strutters' Ball""]",['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],120.93333333333334,86.1328125,0,-14.870942848957602,0
523,523,['One Night'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],170.8,95.703125,0,-14.155678919009274,0
524,524,['Undecided (Single Version)'],"['Ella Fitzgerald', 'Chick Webb And His Orchestra']",['100 Songs For A Centennial'],['2017-04-21'],199.32,103.359375,0,-14.88445835910276,0
525,525,"[""What's The Reason I'm Not Pleasing You""]",['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],124.4,95.703125,0,-15.852659190289549,0
526,526,"[""Goin' To The River""]",['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],151.89333333333337,86.1328125,0,-18.013832249465196,0
530,530,['Moonlight Serenade'],['Glenn Miller'],['The Essential Glenn Miller'],['1996-01-02'],202.18666666666667,80.74951171875,0,-16.050294541919985,0
533,533,['Sweet Lorraine'],"['Louis Armstrong', 'Oscar Peterson']",['Pops Is Tops: The Verve Studio Albums'],['2018-04-13'],313.8533333333333,67.99958881578948,0,-17.161630863650046,0
535,535,['The Woodpecker Song (2002 Remastered)'],['Glenn Miller'],['The Essential Glenn Miller'],['1996-01-02'],152.50666666666666,123.046875,0,-16.03929254482327,0
550,550,['Little Black Baby'],['Scott Joplin'],['The Entertainer - The Very Best Of Scott Joplin'],['2009-10-01'],140.4,103.359375,0,-16.547947173487746,0
560,560,['Stoptime Rag'],['Scott Joplin'],['The Entertainer - The Very Best Of Scott Joplin'],['2009-10-01'],165.13333333333333,112.34714673913044,0,-14.83638475700409,0
569,569,['Rosebud March'],['Scott Joplin'],['The Entertainer - The Very Best Of Scott Joplin'],['2009-10-01'],178.24,117.45383522727272,0,-15.165408405722475,0
571,571,['Sensation'],['Scott Joplin'],['The Entertainer - The Very Best Of Scott Joplin'],['2009-10-01'],160.96,95.703125,0,-14.0761909216437,0
