,Unnamed: 0,song title,artist,album title,year,duration,bpm,scale,loudness,cluster
204,204,"['Hallelujah, I Love Him So']",['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],155.58666666666667,151.99908088235293,0,-10.952934339533298,2
208,208,['All I Could Do Was Cry'],['Etta James'],['At Last!'],['2017-11-10'],175.6266666666667,172.265625,0,-12.17503122340884,2
210,210,['Distant Hallow'],['Emmet Cohen'],['Uptown in Orbit'],['2022-10-28'],438.7946712018141,123.046875,0,-11.825053633594932,2
220,220,['The Ragtime Dance'],['Scott Joplin'],['The Entertainer - The Very Best Of Scott Joplin'],['2009-10-01'],296.26666666666665,161.4990234375,0,-14.92336353556542,2
231,231,"[""Ain't That Just Like A Woman""]",['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],162.53333333333333,172.265625,0,-12.898487587913078,2
232,232,['Big Boy Blue'],"['Ella Fitzgerald', 'The Mills Brothers']",['100 Songs For A Centennial'],['2017-04-21'],168.26666666666668,161.4990234375,0,-15.83493024771266,2
233,233,['Boogie Woogie Baby'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],141.73333333333332,172.265625,0,-16.14794928537723,2
235,235,['Leap Frog (Take 11 / Take 6 / Master Take)'],"['Dizzy Gillespie', 'Charlie Parker', 'Thelonious Monk', 'Curly Russell', 'Buddy Rich']",['Bird 100'],['2020-08-28'],157.30666666666667,161.4990234375,0,-14.320021738248348,2
243,243,"['A-Tisket, A-Tasket']","['Ella Fitzgerald', 'Chick Webb And His Orchestra']",['100 Songs For A Centennial'],['2017-04-21'],158.78666666666666,161.4990234375,0,-15.427877627787636,2
246,246,['Sick And Tired'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],159.0,143.5546875,0,-16.903433333594062,2
258,258,['Lester Leaps In'],['Oscar Peterson'],['Plays Count Basie'],['1956-01-01'],236.92,172.265625,0,-15.77010359172505,2
259,259,"['On Green Dolphin Street (feat. John Coltrane, Cannonball Adderley & Bill Evans)']","['Miles Davis', 'Bill Evans', 'John Coltrane', 'Cannonball Adderley']",['Kind Of Blue (Legacy Edition)'],['2009-01-15'],589.2,151.99908088235293,0,-15.721827273586426,2
261,261,['Pennsylvania 6-5000'],['Glenn Miller'],['The Essential Glenn Miller'],['1996-01-02'],192.72,143.5546875,0,-17.43031314740169,2
271,271,['Let The Four Winds Blow'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],138.64,184.5703125,0,-14.92462417538112,2
275,275,['Honey Chile'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],110.4,143.5546875,0,-14.78341132661575,2
282,282,['Where Did You Stay'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],123.93333333333334,161.4990234375,0,-12.85310800984604,2
286,286,['Into Each Life Some Rain Must Fall (Single Version)'],"['The Ink Spots', 'Ella Fitzgerald']",['100 Songs For A Centennial'],['2017-04-21'],188.46666666666667,135.99917763157896,0,-17.080558490915976,2
289,289,['And Her Tears Flowed Like Wine'],"['Ella Fitzgerald', 'The Song Spinners']",['100 Songs For A Centennial'],['2017-04-21'],195.38666666666663,151.99908088235293,0,-15.449709531069749,2
291,291,['La La (Version #1)'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],130.46666666666667,143.5546875,0,-16.727766514546612,2
292,292,['La La'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],124.33333333333331,161.4990234375,0,-14.803884918719506,2
295,295,['Dance With Mr. Domino'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],130.2,184.5703125,0,-13.195441482062382,2
296,296,['My Happiness'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],198.0,129.19921875,0,-16.01462214689905,2
302,302,['Little Mary'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],119.16,151.99908088235293,0,-13.82086023962698,2
306,306,['Oh Lady Be Good'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],195.14666666666668,123.046875,0,-14.086150666014433,2
313,313,['Black Coffee'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],186.6266666666667,129.19921875,0,-14.072784788807834,2
317,317,['Elite Syncopations'],['Scott Joplin'],['The Entertainer - The Very Best Of Scott Joplin'],['2009-10-01'],230.13333333333333,161.4990234375,0,-14.69400460364428,2
320,320,['Little Brown Jug (Remastered 2002)'],['Glenn Miller'],['The Essential Glenn Miller'],['1996-01-02'],168.93333333333334,184.5703125,0,-18.155450038711034,2
322,322,"[""One O'Clock Jump""]",['Oscar Peterson'],['Plays Count Basie'],['1956-01-01'],346.4266666666667,143.5546875,0,-15.984739988870688,2
324,324,['Southside (Alternate 2)'],['Wardell Gray'],"['Wardell Gray Memorial, Vol. 1']",['1953-02-20'],160.70666666666668,129.19921875,0,-15.725996038815426,2
325,325,['Stormy Weather'],['Etta James'],['At Last!'],['2017-11-10'],187.66666666666663,172.265625,0,-11.641066217900844,2
332,332,"['Lester Leaps In (Live At Carnegie Hall, New York / 1949)']",['Charlie Parker'],['Bird 100'],['2020-08-28'],739.4,129.19921875,0,-13.378361160398594,2
335,335,['Thriving From A Riff'],"['Charlie Parker', 'Miles Davis']",['Bird 100'],['2020-08-28'],178.08,117.45383522727272,0,-12.838413261883034,2
336,336,"[""Rocker (I'll Remember April) (Live At Carnegie Hall/1950)""]",['Charlie Parker'],['Bird 100'],['2020-08-28'],180.16,117.45383522727272,0,-13.209745557721982,2
341,341,"[""Braggin' in Brass""]",['Emmet Cohen'],['Uptown in Orbit'],['2022-10-28'],223.0053514739229,151.99908088235293,0,-13.8792042091389,2
345,345,['My Romance'],['Bill Evans'],['Coffee And Cigarettes'],['2023-05-23'],432.08,172.265625,0,-17.110238623927657,2
346,346,['Scandal Walk'],['George Gershwin'],['Gershwin Plays Gershwin: The Piano Rolls'],['2005-09-13'],196.7333333333333,184.5703125,0,-21.200560018544717,2
348,348,['Sunflower Slow Drag'],['Scott Joplin'],['The Entertainer - The Very Best Of Scott Joplin'],['2009-10-01'],253.17333333333332,143.5546875,0,-13.715418675692185,2
353,353,['Solitude'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],127.6,129.19921875,0,-16.69312027652374,2
356,356,"[""(I've Got A Gal In) Kalamazoo""]",['Glenn Miller'],['The Essential Glenn Miller'],['1996-01-02'],194.2133333333333,129.19921875,0,-14.466950216508897,2
357,357,['Bewitched (2008 Remastered)'],['Frank Sinatra'],['Nothing But The Best (Remastered)'],['2008-05-05'],179.90666666666667,151.99908088235293,0,-11.771495419091089,2
358,358,['Blues For Basie'],['Oscar Peterson'],['Plays Count Basie'],['1956-01-01'],210.78666666666663,117.45383522727272,0,-14.260156975562262,2
362,362,['Easy Living'],['Wardell Gray'],"['Wardell Gray Memorial, Vol. 1']",['1953-02-20'],262.93333333333334,184.5703125,0,-15.807719930803058,2
369,369,"[""Miles' Mode""]",['John Coltrane Quartet'],['Coltrane'],['2007-01-01'],451.92,103.359375,0,-12.839939367170643,2
372,372,['The Drum Thunder Suite (Remastered)'],['Art Blakey'],"[""Moanin' (Expanded Edition)""]",['1959-01-01'],450.9333333333333,151.99908088235293,0,-10.891311365001124,2
373,373,['The Kicker (Rudy Van Gelder Edition/1999 Digital Remaster)'],['Horace Silver'],['Song For My Father'],['1999-01-01'],326.7866666666667,129.19921875,0,-11.15697621776572,2
375,375,['Tough Mary (Single Version)'],['Etta James'],['At Last!'],['2017-11-10'],144.76,143.5546875,0,-9.897516118238755,2
378,378,['When You Wish Upon A Star (Remastered 2002)'],['Glenn Miller'],['The Essential Glenn Miller'],['1996-01-02'],171.08,107.666015625,0,-14.267867253627225,2
383,383,"[""Let's Fall In Love (Take 1)""]","['Louis Armstrong', 'Oscar Peterson']",['Pops Is Tops: The Verve Studio Albums'],['2018-04-13'],216.33333333333331,123.046875,0,-13.266288783902857,2
384,384,['March Majestic'],['Scott Joplin'],['The Entertainer - The Very Best Of Scott Joplin'],['2009-10-01'],171.53333333333333,117.45383522727272,0,-14.756634252624496,2
386,386,['The St. Louis Blues March (Remastered 2001)'],['Glenn Miller & The Army Air Force Band'],['The Essential Glenn Miller'],['1996-01-02'],265.04,117.45383522727272,0,-13.055334624058506,2
389,389,['So Long Broadway'],['Wardell Gray'],"['Wardell Gray Memorial, Vol. 1']",['1953-02-20'],190.70666666666668,107.666015625,0,-13.68270507124256,2
390,390,['Something Doing'],['Scott Joplin'],['The Entertainer - The Very Best Of Scott Joplin'],['2009-10-01'],228.22666666666663,161.4990234375,0,-15.027103063434206,2
392,392,['The Booglie Wooglie Piggy (Remastered)'],['Glenn Miller'],['The Essential Glenn Miller'],['1996-01-02'],203.25333333333333,143.5546875,0,-14.602584546948869,2
394,394,['Indiana (Studio Warm-up)'],"['Louis Armstrong', 'Oscar Peterson']",['Pops Is Tops: The Verve Studio Albums'],['2018-04-13'],325.06666666666666,117.45383522727272,0,-13.033038787864225,2
395,395,['Lily Queen'],['Scott Joplin'],['The Entertainer - The Very Best Of Scott Joplin'],['2009-10-01'],193.10666666666663,184.5703125,0,-14.075501880651723,2
397,397,"[""Paul's Cause""]",['Wardell Gray'],"['Wardell Gray Memorial, Vol. 1']",['1953-02-20'],176.6,151.99908088235293,0,-14.17069803048127,2
399,399,['Fig Leaf Rag'],['Scott Joplin'],['The Entertainer - The Very Best Of Scott Joplin'],['2009-10-01'],276.0,129.19921875,0,-14.628449414904358,2
401,401,['Mission To Moscow (Remastered 2001)'],['Glenn Miller & The Army Air Force Band'],['The Essential Glenn Miller'],['1996-01-02'],151.26666666666668,129.19921875,0,-16.02071120877926,2
402,402,['Nothing But The Best (2008 Remastered)'],['Frank Sinatra'],['Nothing But The Best (Remastered)'],['2008-05-05'],180.24,151.99908088235293,0,-11.846480307145727,2
403,403,['The Man I Love'],['Wardell Gray'],"['Wardell Gray Memorial, Vol. 1']",['1953-02-20'],189.0,143.5546875,0,-13.041954815677103,2
404,404,['Augustan Club Waltz'],['Scott Joplin'],['The Entertainer - The Very Best Of Scott Joplin'],['2009-10-01'],285.2266666666667,172.265625,0,-14.290496728874944,2
406,406,['Drinking Again (2008 Remastered)'],['Frank Sinatra'],['Nothing But The Best (Remastered)'],['2008-05-05'],195.14666666666668,123.046875,0,-14.724436666813194,2
409,409,['Londonderry Air (Danny Boy)/Shoo-Shoo Baby/The Way You Look Tonight/Beautiful Blue Danube (2001 Remastered)'],['Glenn Miller & The Army Air Force Band'],['The Essential Glenn Miller'],['1996-01-02'],527.04,129.19921875,0,-13.93006221899004,2
410,410,['All My Tomorrows (2008 Remastered)'],['Frank Sinatra'],['Nothing But The Best (Remastered)'],['2008-05-05'],275.02666666666664,123.046875,0,-11.738057541595111,2
411,411,['Kim'],['Charlie Parker'],['Bird 100'],['2020-08-28'],178.29333333333332,161.4990234375,0,-14.497738867400813,2
416,416,"[""Ain't It A Shame""]",['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],145.84,123.046875,0,-14.96347911868371,2
417,417,"[""Don't Come Knockin'""]",['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],118.70666666666666,172.265625,0,-12.99201811800621,2
418,418,['Hum Diddy Doo'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],112.44,161.4990234375,0,-12.896423994656123,2
421,421,['Wait And See'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],116.37333333333332,151.99908088235293,0,-13.311321810949783,2
427,427,['Be My Guest'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],136.4,143.5546875,0,-14.58813204876564,2
428,428,['Blues For Alice'],['Charlie Parker Quintet'],['Bird 100'],['2020-08-28'],166.3733333333333,172.265625,0,-12.66509569124555,2
430,430,['I Know'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],158.2,129.19921875,0,-13.239965521419744,2
432,432,['Telling Lies'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],144.90666666666667,117.45383522727272,0,-14.69368568974684,2
436,436,['Have You Met Miss Jones?'],['Louis Armstrong'],['Pops Is Tops: The Verve Studio Albums'],['2018-04-13'],278.46666666666664,112.34714673913044,0,-15.137113556939198,2
437,437,['Just an Expression'],['Bruce Katz Band'],['Crescent Crawl'],['1993'],208.9305,151.99908088235293,0,-20.650927795691388,2
438,438,"[""Let's Fall In Love""]","['Louis Armstrong', 'Oscar Peterson']",['Pops Is Tops: The Verve Studio Albums'],['2018-04-13'],197.10666666666663,135.99917763157896,0,-14.481372214020192,2
439,439,['Laird Baird'],['Charlie Parker Quartet'],['Bird 100'],['2020-08-28'],164.93333333333334,151.99908088235293,0,-15.039444674271634,2
441,441,['Confirmation'],['Charlie Parker'],['Bird 100'],['2020-08-28'],192.64,172.265625,0,-11.410160447872396,2
442,442,"[""Let's Face The Music And Dance""]","['Ella Fitzgerald', 'Paul Weston & His Orchestra']",['100 Songs For A Centennial'],['2017-04-21'],175.66666666666666,135.99917763157896,0,-14.462094229768011,2
444,444,"['Big Band Sounds, Op. 46']",['Nikolai Kapustin'],['Nikolai Kapustin: Jazz Pieces for Piano'],['2017-12-15'],252.0,129.19921875,0,-19.35516382430541,2
447,447,"[""Everybody's Jumpin'""]",['The Dave Brubeck Quartet'],['Time Out'],['2009-05-22'],261.840022675737,151.99908088235293,0,-20.54474155267604,2
449,449,['I Just Want To Make Love To You (Single Version)'],['Etta James'],['At Last!'],['2017-11-10'],185.6266666666667,103.359375,0,-11.515376577711026,2
451,451,['Lonely Woman (Remastered 1999/Rudy Van Gelder Edition)'],['Horace Silver'],['Song For My Father'],['1999-01-01'],422.9333333333333,103.359375,0,-13.73089716171756,2
452,452,['Moon Love (Remastered)'],['Glenn Miller'],['The Essential Glenn Miller'],['1996-01-02'],172.02666666666667,129.19921875,0,-16.20778346519996,2
453,453,"[""Nobody Knows The Trouble I've Seen (Re-record)""]",['Louis Armstrong'],['Pops Is Tops: The Verve Studio Albums'],['2018-04-13'],295.18666666666667,129.19921875,0,-14.705058692828183,2
455,455,['Blue Moon'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],194.22666666666663,103.359375,0,-13.63703355493175,2
456,456,['Ballade (Film Short Soundtrack Recording)'],"['Charlie Parker', 'Coleman Hawkins']",['Bird 100'],['2020-08-28'],176.0,143.5546875,0,-14.887711337673132,2
457,457,['You Hit The Spot'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],165.16,172.265625,1,-15.065855981254346,2
458,458,['Peace Piece'],['Bill Evans'],['Coffee And Cigarettes'],['2023-05-23'],402.7466666666666,172.265625,0,-17.296022645683937,2
461,461,['I Hear Music'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],140.24,143.5546875,0,-11.93053538718572,2
464,464,['Merry Go Round'],['Charlie Parker'],['Bird 100'],['2020-08-28'],147.22666666666666,151.99908088235293,0,-11.026084126858386,2
468,468,['Moonlight Serenade (2008 Remastered)'],['Frank Sinatra'],['Nothing But The Best (Remastered)'],['2008-05-05'],208.16,117.45383522727272,0,-11.880467269748598,2
469,469,['Beat Me Daddy Eight To The Bar (Remastered)'],['Glenn Miller'],['The Essential Glenn Miller'],['1996-01-02'],184.09333333333333,135.99917763157896,0,-18.41204837392235,2
470,470,['The Strenuous Life'],['Scott Joplin'],['The Entertainer - The Very Best Of Scott Joplin'],['2009-10-01'],224.36,161.4990234375,0,-12.714381952691635,2
471,471,['Peachtree Rag'],['Scott Joplin'],['The Entertainer - The Very Best Of Scott Joplin'],['2009-10-01'],217.6,172.265625,0,-13.937801224135924,2
474,474,['They All Laughed'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],184.18666666666667,123.046875,0,-13.496864338588198,2
476,476,['My Melancholy Baby'],"['Charlie Parker', 'Dizzy Gillespie']",['Bird 100'],['2020-08-28'],200.6,129.19921875,0,-14.406018705675384,2
477,477,['Dizzy Atmosphere (Live)'],"['Charlie Parker', 'Dizzy Gillespie']",['Bird 100'],['2020-08-28'],245.06666666666663,123.046875,0,-14.45887595790787,2
478,478,['My One And Only'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],157.34666666666666,117.45383522727272,0,-14.101527744027,2
479,479,['Buzzy'],"['Charlie Parker', 'Miles Davis']",['Bird 100'],['2020-08-28'],152.72,107.666015625,0,-11.913175558685015,2
480,480,['I Got Rhythm'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],187.84,143.5546875,0,-13.830153233409236,2
482,482,['At Last'],['Etta James'],['At Last!'],['2017-11-10'],179.69333333333333,172.265625,0,-11.959189575734154,2
486,486,['Gladiolus Rag'],['Scott Joplin'],['The Entertainer - The Very Best Of Scott Joplin'],['2009-10-01'],272.93333333333334,129.19921875,0,-14.705708952429909,2
487,487,['The Way You Look Tonight (2008 Remastered)'],['Frank Sinatra'],['Nothing But The Best (Remastered)'],['2008-05-05'],202.28,135.99917763157896,0,-13.028765902839917,2
488,488,['Trust In Me'],['Etta James'],['At Last!'],['2017-11-10'],178.46666666666667,95.703125,0,-10.228244908262424,2
490,490,['Embraceable You (Embraceable)'],['Charlie Parker'],['Bird 100'],['2020-08-28'],226.69333333333333,123.046875,0,-16.288709402229614,2
493,493,['There Never Was A Baby Like My Baby'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],168.66666666666666,112.34714673913044,0,-13.89250548100228,2
495,495,"[""Walkin' By The River""]",['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],148.21333333333334,123.046875,0,-13.20186592491034,2
496,496,"[""Groovin' High (Live)""]","['Charlie Parker', 'Dizzy Gillespie']",['Bird 100'],['2020-08-28'],316.49333333333334,172.265625,0,-13.117458174010691,2
497,497,['Taking A Chance On Love'],['Ella Fitzgerald'],['100 Songs For A Centennial'],['2017-04-21'],187.46666666666667,151.99908088235293,0,-13.97876585166667,2
498,498,['Bloomdido (Master Take)'],"['Charlie Parker', 'Dizzy Gillespie']",['Bird 100'],['2020-08-28'],207.44,112.34714673913044,0,-10.224871488178149,2
500,500,['Blues In The Night'],"['Louis Armstrong', 'Oscar Peterson']",['Pops Is Tops: The Verve Studio Albums'],['2018-04-13'],312.72,107.666015625,0,-15.309738097708136,2
501,501,['Chattanooga Choo Choo'],['Glenn Miller'],['The Essential Glenn Miller'],['1996-01-02'],206.2133333333333,143.5546875,0,-14.258479548551652,2
503,503,"[""Jumpin' At The Woodside""]",['Oscar Peterson'],['Plays Count Basie'],['1956-01-01'],338.8933333333333,135.99917763157896,0,-12.803878575637098,2
505,505,['Luck Be A Lady (2008 Remastered)'],['Frank Sinatra'],['Nothing But The Best (Remastered)'],['2008-05-05'],314.61333333333334,151.99908088235293,1,-11.668279049635478,2
506,506,['Pine Apple Rag'],['Scott Joplin'],['The Entertainer - The Very Best Of Scott Joplin'],['2009-10-01'],239.9333333333333,151.99908088235293,0,-13.85962538880728,2
512,512,"['Toccatina, Op. 36']",['Nikolai Kapustin'],['Nikolai Kapustin: Jazz Pieces for Piano'],['2017-12-15'],179.5,151.99908088235293,0,-18.294779889443507,2
513,513,['Tunji'],['John Coltrane Quartet'],['Coltrane'],['2007-01-01'],391.4,161.4990234375,0,-14.328840315195558,2
515,515,['Sweet and Lowdown'],['George Gershwin'],['Gershwin Plays Gershwin: The Piano Rolls'],['2005-09-13'],212.70666666666668,172.265625,0,-18.231676575955696,2
517,517,"['Top Hat, White Tie, And Tails']",['Louis Armstrong'],['Pops Is Tops: The Verve Studio Albums'],['2018-04-13'],251.81333333333333,151.99908088235293,0,-12.760652220266572,2
521,521,['Mardi Gras In New Orleans'],['Fats Domino'],['They Call Me The Fat Man (The Legendary Imperial Recordings)'],['2016-08-05'],142.17333333333335,129.19921875,0,-12.458449846240615,2
522,522,['My Little Suede Shoes'],['Charlie Parker'],['Bird 100'],['2020-08-28'],186.53333333333333,143.5546875,0,-16.371532706345576,2
527,527,['Euphonic Sounds'],['Scott Joplin'],['The Entertainer - The Very Best Of Scott Joplin'],['2009-10-01'],240.2,143.5546875,0,-17.245264453361514,2
528,528,['I Get A Kick Out Of You'],"['Louis Armstrong', 'Oscar Peterson']",['Pops Is Tops: The Verve Studio Albums'],['2018-04-13'],259.72,129.19921875,0,-17.762356308221843,2
529,529,['Little Girl Blue (Stereo Version)'],['Louis Armstrong'],['Pops Is Tops: The Verve Studio Albums'],['2018-04-13'],343.36,135.99917763157896,0,-15.14574761543223,2
531,531,"[""Somethin' Stupid (2008 Remastered)""]","['Frank Sinatra', 'Nancy Sinatra']",['Nothing But The Best (Remastered)'],['2008-05-05'],160.45333333333335,103.359375,0,-12.622456496221782,2
534,534,['Tenderly'],['Bill Evans'],['Coffee And Cigarettes'],['2023-05-23'],214.38666666666663,151.99908088235293,0,-16.575027760743687,2
536,536,"[""It's A Crying Shame (Single Version)""]","['Etta James', 'Harvey Fuqua']",['At Last!'],['2017-11-10'],170.93333333333334,123.046875,0,-9.652042972149363,2
537,537,['My Kind Of Town (2008 Remastered)'],['Frank Sinatra'],['Nothing But The Best (Remastered)'],['2008-05-05'],191.2133333333333,151.99908088235293,0,-11.760648885227557,2
538,538,['Over There (Remastered 2001)'],['Glenn Miller & The Army Air Force Band'],['The Essential Glenn Miller'],['1996-01-02'],120.72,143.5546875,0,-15.285430571474762,2
539,539,['Searchlight Rag'],['Scott Joplin'],['The Entertainer - The Very Best Of Scott Joplin'],['2009-10-01'],242.86666666666667,151.99908088235293,0,-13.507985864814843,2
540,540,['G.I. Jive (Remastered 2001)'],['Glenn Miller & The Army Air Force Band'],['The Essential Glenn Miller'],['1996-01-02'],189.53333333333333,117.45383522727272,0,-13.743258049286792,2
541,541,['Harmony Club Waltz'],['Scott Joplin'],['The Entertainer - The Very Best Of Scott Joplin'],['2009-10-01'],366.6666666666667,172.265625,0,-15.37943242888747,2
542,542,['My Way (2008 Remastered)'],['Frank Sinatra'],['Nothing But The Best (Remastered)'],['2008-05-05'],276.25333333333333,151.99908088235293,0,-11.920424405197558,2
545,545,['Body And Soul (2008 Remastered)'],['Frank Sinatra'],['Nothing But The Best (Remastered)'],['2008-05-05'],259.6,172.265625,0,-13.934253419424444,2
546,546,['Original Rags'],['Scott Joplin'],['The Entertainer - The Very Best Of Scott Joplin'],['2009-10-01'],300.7333333333333,151.99908088235293,0,-15.743119578029138,2
547,547,['Wall Street Rag'],['Scott Joplin'],['The Entertainer - The Very Best Of Scott Joplin'],['2009-10-01'],261.02666666666664,135.99917763157896,0,-15.131927763810625,2
548,548,['Sarah Dear'],['Scott Joplin'],['The Entertainer - The Very Best Of Scott Joplin'],['2009-10-01'],133.02666666666667,143.5546875,0,-16.165610581531652,2
551,551,['Magnetic Rag'],['Scott Joplin'],['The Entertainer - The Very Best Of Scott Joplin'],['2009-10-01'],267.8666666666667,172.265625,0,-14.491212106847604,2
552,552,['Antoinette'],['Scott Joplin'],['The Entertainer - The Very Best Of Scott Joplin'],['2009-10-01'],152.06666666666666,129.19921875,0,-13.520607613783731,2
553,553,['The Nonpareil'],['Scott Joplin'],['The Entertainer - The Very Best Of Scott Joplin'],['2009-10-01'],216.10666666666663,151.99908088235293,0,-14.7125005746625,2
